order_id,user_id,created_dt_msk,created_ts_msk,event_id,cinema_circuit,age_limit,currency_code,device_type_canonical,revenue,service_name,tickets_count,total,days_since_prev,curs,revenue_rub,one_ticket_revenue_rub,month,season
2945386,3ee7dc2e115847f,2024-10-30,2024-10-30 15:55:36,321056,нет,16,rub,desktop,1334.37,Мир касс,2,9531.19,0.0,19.9516,1334.3699951171875,667.1849975585938,2024-10,осень
6514271,67d2f1ea3a71af2,2024-06-11,2024-06-11 23:17:36,524282,нет,18,rub,mobile,814.97,Облачко,3,6791.4,0.0,19.8928,814.969970703125,271.6566569010417,2024-06,лето
3164916,4afdf6e02491fd5,2024-08-13,2024-08-13 10:17:06,535735,Другое,6,rub,mobile,1286.19,Яблоко,4,12861.86,0.0,18.8553,1286.18994140625,321.5474853515625,2024-08,лето
2799748,18e9aead0a393e7,2024-09-03,2024-09-03 11:15:34,564990,нет,0,rub,mobile,116.79,Билеты в руки,3,2919.73,0.0,18.6868,116.79000091552734,38.93000030517578,2024-09,осень
3642024,7d9fa6f4cd0e1de,2024-07-28,2024-07-28 13:06:23,452128,нет,6,rub,desktop,242.17,Мой билет,1,1424.55,4.0,18.0243,242.1699981689453,242.1699981689453,2024-07,лето
2732903,18e9aead0a393e7,2024-08-22,2024-08-22 19:18:32,307823,нет,6,rub,mobile,108.16,Лови билет!,2,5407.94,0.0,19.2291,108.16000366210938,54.08000183105469,2024-08,лето
1595668,2843abbe6127f34,2024-09-18,2024-09-18 08:38:16,542619,нет,0,rub,mobile,43.23,Билеты без проблем,2,864.58,4.0,19.0236,43.22999954223633,21.614999771118164,2024-09,осень
2729655,1636de68fa25ba8,2024-09-22,2024-09-22 16:55:09,522858,нет,0,rub,desktop,705.09,Мой билет,2,5423.8,2.0,19.3316,705.0900268554688,352.5450134277344,2024-09,осень
1611908,9a8180f100dded5,2024-09-23,2024-09-23 12:22:30,571195,нет,6,rub,desktop,689.18,Лови билет!,2,7657.55,0.0,19.3316,689.1799926757812,344.5899963378906,2024-09,осень
1276610,b5293cfc33c715a,2024-06-22,2024-06-22 19:56:37,522360,нет,16,rub,mobile,557.36,Билеты без проблем,1,4644.7,1.0,19.1383,557.3599853515625,557.3599853515625,2024-06,лето
6755029,e220d45e5e7c67f,2024-08-19,2024-08-19 15:56:01,266741,нет,6,rub,mobile,526.64,Билеты без проблем,1,3510.92,0.0,18.5775,526.6400146484375,526.6400146484375,2024-08,лето
366735,3ee7dc2e115847f,2024-07-15,2024-07-15 22:58:01,541345,нет,12,rub,mobile,301.82,Билеты в руки,2,2743.83,0.0,18.501,301.82000732421875,150.91000366210938,2024-07,лето
5050786,a2cfc926084e15b,2024-09-11,2024-09-11 21:54:56,446378,нет,16,rub,mobile,510.07,Билеты в руки,4,5667.42,0.0,19.0258,510.07000732421875,127.51750183105469,2024-09,осень
7489570,f91aff1aec6a603,2024-08-08,2024-08-08 17:18:06,318627,нет,16,rub,mobile,958.33,Лови билет!,3,9583.27,0.0,17.9296,958.3300170898438,319.44333902994794,2024-08,лето
5863134,a63458a4b735f95,2024-07-31,2024-07-31 22:01:05,442131,нет,18,rub,mobile,1373.32,Show_ticket,3,13733.2,2.0,18.2404,1373.3199462890625,457.7733154296875,2024-07,лето
3067592,7bfa27473caf433,2024-10-31,2024-10-31 11:16:05,517604,нет,12,rub,mobile,152.42,Мой билет,1,3048.35,29.0,19.7383,152.4199981689453,152.4199981689453,2024-10,осень
7985470,2309722eac2d84b,2024-09-04,2024-09-04 12:51:37,231668,нет,16,rub,desktop,172.16,Билеты без проблем,3,8607.83,0.0,18.364,172.16000366210938,57.38666788736979,2024-09,осень
7411879,350c04364ed201c,2024-09-10,2024-09-10 20:32:39,490304,нет,6,rub,mobile,328.48,Лови билет!,2,3649.82,97.0,18.8087,328.4800109863281,164.24000549316406,2024-09,осень
1577427,aad5a7c351c613c,2024-10-21,2024-10-21 12:12:39,571354,нет,16,rub,mobile,266.06,Лови билет!,3,8868.55,0.0,19.7884,266.05999755859375,88.68666585286458,2024-10,осень
6428750,ef76f8bd53a38da,2024-07-12,2024-07-12 15:23:25,536131,нет,16,rub,mobile,198.03,Мой билет,2,6600.9,0.0,18.3891,198.02999877929688,99.01499938964844,2024-07,лето
5698646,a415326a7bb4b37,2024-06-15,2024-06-15 19:38:19,456643,нет,18,rub,mobile,567.18,Яблоко,4,5156.17,0.0,19.7319,567.1799926757812,141.7949981689453,2024-06,лето
1703432,cdbc02c6ad8087a,2024-06-05,2024-06-05 12:46:12,427678,нет,16,rub,mobile,161.05,Билеты в руки,3,2300.76,0.0,19.8527,161.0500030517578,53.68333435058594,2024-06,лето
1606224,dcf469dd1e7e5f0,2024-09-14,2024-09-14 11:12:27,563308,нет,16,rub,mobile,561.02,Билеты в руки,4,7012.79,0.0,19.0586,561.02001953125,140.2550048828125,2024-09,осень
5366741,858905852b19d7e,2024-10-25,2024-10-25 07:38:37,546166,нет,16,rub,mobile,520.05,Билеты без проблем,3,8667.51,0.0,19.8788,520.0499877929688,173.3499959309896,2024-10,осень
2836549,44c1c640a242aea,2024-10-31,2024-10-31 22:40:30,589623,нет,16,rub,mobile,241.86,Мой билет,3,8062.04,0.0,19.7383,241.86000061035156,80.62000020345052,2024-10,осень
3940637,ecd823cb1d28190,2024-10-06,2024-10-06 12:02:23,555501,нет,16,rub,mobile,70.16,За билетом!,1,1002.34,1.0,19.6475,70.16000366210938,70.16000366210938,2024-10,осень
1703925,024dc5236465850,2024-10-04,2024-10-04 10:34:01,577502,нет,0,rub,desktop,3.39,Мой билет,3,112.98,0.0,19.6648,3.390000104904175,1.1300000349680583,2024-10,осень
7337349,e220d45e5e7c67f,2024-09-20,2024-09-20 15:44:22,572430,нет,12,rub,mobile,40.95,Билеты без проблем,4,2047.44,0.0,19.3536,40.95000076293945,10.237500190734863,2024-09,осень
7366233,c2c6d35ff678ca6,2024-07-23,2024-07-23 17:26:28,516318,нет,16,rub,mobile,716.06,Билеты без проблем,2,7160.59,0.0,18.3419,716.0599975585938,358.0299987792969,2024-07,лето
2675541,05ba93f1b1e1fdd,2024-06-28,2024-06-28 18:28:05,191878,нет,16,rub,mobile,85.33,Билеты без проблем,3,4266.52,0.0,18.3203,85.33000183105469,28.443333943684895,2024-06,лето
7806279,4ac2927484959b6,2024-10-02,2024-10-02 10:51:55,567087,нет,6,rub,mobile,513.05,Билеты в руки,3,10261.02,1.0,19.4015,513.0499877929688,171.01666259765625,2024-10,осень
375522,4d52b31f256e0c3,2024-06-30,2024-06-30 19:55:39,537437,нет,12,rub,mobile,621.32,Быстробилет,2,4438.03,10.0,18.4198,621.3200073242188,310.6600036621094,2024-06,лето
1284904,0beb8fc0c0a9ce1,2024-08-07,2024-08-07 04:40:59,494565,нет,16,rub,mobile,919.75,Мир касс,3,10219.44,0.0,17.8486,919.75,306.5833333333333,2024-08,лето
2187703,686f8305535b660,2024-09-10,2024-09-10 17:22:11,532022,нет,12,rub,mobile,247.73,Лови билет!,3,8257.73,1.0,18.8087,247.72999572753906,82.57666524251302,2024-09,осень
4441380,6d56430f78d06af,2024-07-31,2024-07-31 16:05:21,543878,нет,16,rub,mobile,340.25,Выступления.ру,2,4860.76,28.0,18.2404,340.25,170.125,2024-07,лето
7895686,b10d4e20ae40ed0,2024-08-08,2024-08-08 20:13:24,436845,нет,0,rub,mobile,967.17,Облачко,4,8059.72,2.0,17.9296,967.1699829101562,241.79249572753906,2024-08,лето
1605876,e39d7359c8b107e,2024-09-16,2024-09-16 11:10:31,431483,нет,16,rub,mobile,1806.24,Билеты без проблем,5,20069.35,3.0,19.0586,1806.239990234375,361.247998046875,2024-09,осень
4307516,4d00fe2522db569,2024-10-19,2024-10-19 16:31:05,567177,нет,0,rub,mobile,4.36,Билеты в руки,3,108.93,0.0,19.7884,4.360000133514404,1.4533333778381348,2024-10,осень
4731206,cfffea630ce0597,2024-08-15,2024-08-15 16:05:18,494346,нет,12,rub,desktop,800.89,Яблоко,4,8898.8,0.0,18.773,800.8900146484375,200.22250366210938,2024-08,лето
1975887,1f5005b3af584c9,2024-08-28,2024-08-28 18:37:32,385810,нет,16,rub,mobile,414.95,Лучшие билеты,4,8298.96,0.0,18.9146,414.95001220703125,103.73750305175781,2024-08,лето
3230079,0beb8fc0c0a9ce1,2024-09-23,2024-09-23 17:19:56,500364,нет,18,rub,mobile,34.13,Билеты в руки,2,853.29,0.0,19.3316,34.130001068115234,17.065000534057617,2024-09,осень
2382003,b54dd0cd81121fc,2024-10-16,2024-10-16 14:01:13,583257,нет,12,rub,mobile,0.0,Лови билет!,3,0.0,0.0,20.0393,0.0,0.0,2024-10,осень
1150634,53b281ff5fada99,2024-08-17,2024-08-17 16:21:28,523780,нет,0,rub,desktop,309.6,Прачечная,4,2814.51,0.0,18.5775,309.6000061035156,77.4000015258789,2024-08,лето
3859147,41fcc35f83eb011,2024-10-20,2024-10-20 14:45:22,243908,нет,18,rub,mobile,201.61,Яблоко,2,2016.06,0.0,19.7884,201.61000061035156,100.80500030517578,2024-10,осень
39934,88c8cd9871e2fb4,2024-10-25,2024-10-25 18:38:22,567069,нет,16,rub,mobile,1390.24,Облачко,2,13902.39,0.0,19.8788,1390.239990234375,695.1199951171875,2024-10,осень
2752536,3e60e66084bca18,2024-10-16,2024-10-16 20:33:06,435528,нет,12,rub,mobile,2230.52,Шоу начинается!,4,24783.57,0.0,20.0393,2230.52001953125,557.6300048828125,2024-10,осень
6674583,2b74e7af24b3eb7,2024-07-21,2024-07-21 11:59:08,286882,нет,18,rub,mobile,876.86,Билеты без проблем,4,7307.18,1.0,18.4518,876.8599853515625,219.21499633789062,2024-07,лето
7785341,2a9c04f9d8eebb7,2024-10-08,2024-10-08 08:43:03,488656,нет,16,rub,mobile,369.28,Весь в билетах,2,2637.7,0.0,19.9371,369.2799987792969,184.63999938964844,2024-10,осень
7940868,9402cc20d69d44f,2024-10-25,2024-10-25 13:35:34,567795,нет,18,rub,desktop,593.91,Облачко,2,5399.22,0.0,19.8788,593.9099731445312,296.9549865722656,2024-10,осень
2716692,2b1f730d7024681,2024-09-17,2024-09-17 10:27:20,561014,нет,12,rub,mobile,65.45,Мой билет,3,3272.42,0.0,19.0125,65.44999694824219,21.816665649414062,2024-09,осень
2342389,d8e7ee1357d6d53,2024-07-16,2024-07-16 11:12:52,523913,нет,18,rub,mobile,468.91,Лови билет!,2,4689.09,0.0,18.4847,468.9100036621094,234.4550018310547,2024-07,лето
7201310,4afdf6e02491fd5,2024-10-15,2024-10-15 11:46:18,571110,нет,0,rub,mobile,549.32,Тебе билет!,6,6103.57,0.0,19.7185,549.3200073242188,91.55333455403645,2024-10,осень
1734607,043f669c9f734b1,2024-10-01,2024-10-01 11:37:46,574431,нет,0,rub,mobile,155.99,Билеты в руки,4,3899.74,0.0,19.4525,155.99000549316406,38.997501373291016,2024-10,осень
8244469,80a4db30cc2afc9,2024-10-21,2024-10-21 13:04:42,552858,нет,6,rub,desktop,340.49,Мир касс,2,4256.11,,19.7884,340.489990234375,170.2449951171875,2024-10,осень
2233552,143085c45676782,2024-09-11,2024-09-11 12:30:26,470563,нет,12,rub,mobile,1141.56,Мой билет,3,11415.61,,19.0258,1141.56005859375,380.52001953125,2024-09,осень
3686017,f69ede3411d9a97,2024-08-21,2024-08-21 20:29:58,464480,нет,12,rub,mobile,63.79,Билеты без проблем,1,1063.17,0.0,18.9444,63.790000915527344,63.790000915527344,2024-08,лето
549812,96368e5714d1673,2024-10-18,2024-10-18 22:50:56,178744,нет,16,rub,mobile,100.43,Лучшие билеты,3,3347.77,0.0,19.8697,100.43000030517578,33.47666676839193,2024-10,осень
4276051,1c2a2133e1df1b4,2024-09-30,2024-09-30 17:16:34,542345,нет,12,rub,mobile,51.87,Лучшие билеты,3,1296.72,0.0,19.3741,51.869998931884766,17.28999964396159,2024-09,осень
7459961,6f9b4e4421b1886,2024-08-24,2024-08-24 08:33:24,154056,нет,0,rub,mobile,823.21,Мой билет,4,9146.74,0.0,19.1202,823.2100219726562,205.80250549316406,2024-08,лето
1429179,75c7893ea1eb7ef,2024-07-24,2024-07-24 12:36:18,513548,нет,6,rub,mobile,15.66,Билеты в руки,1,223.76,0.0,18.4506,15.65999984741211,15.65999984741211,2024-07,лето
7559953,c42bf872f330ea3,2024-08-30,2024-08-30 12:22:22,561251,нет,0,rub,mobile,100.38,Мой билет,3,3346.16,0.0,19.0048,100.37999725341797,33.459999084472656,2024-08,лето
2984797,94e44c11deb1ec6,2024-08-24,2024-08-24 11:35:46,335593,нет,12,rub,mobile,1996.22,Облачко,5,15355.55,0.0,19.1202,1996.219970703125,399.243994140625,2024-08,лето
2524190,398f01d6d8a599d,2024-10-29,2024-10-29 19:46:49,557289,нет,0,rub,mobile,166.12,Лучшие билеты,3,4152.93,17.0,20.0429,166.1199951171875,55.373331705729164,2024-10,осень
5714103,54f331c80badcca,2024-10-14,2024-10-14 12:55:54,583018,нет,12,rub,mobile,215.15,Билеты без проблем,2,4302.99,42.0,19.5723,215.14999389648438,107.57499694824219,2024-10,осень
6083360,4ec8f6429431987,2024-06-02,2024-06-02 19:09:31,497157,нет,12,rub,desktop,882.69,Show_ticket,3,11033.62,0.0,20.2773,882.6900024414062,294.23000081380206,2024-06,лето
4188413,18e9aead0a393e7,2024-09-17,2024-09-17 19:10:56,504123,нет,12,rub,desktop,10.59,Билеты без проблем,2,353.1,0.0,19.0125,10.59000015258789,5.295000076293945,2024-09,осень
6838172,d0a6e985454ab9a,2024-07-12,2024-07-12 21:36:18,537441,нет,16,rub,mobile,262.02,Билеты в руки,4,6550.61,1.0,18.3891,262.0199890136719,65.50499725341797,2024-07,лето
299542,5260515eb447d16,2024-09-21,2024-09-21 21:48:29,188276,нет,6,rub,desktop,376.25,Весь в билетах,1,2508.36,1.0,19.3316,376.25,376.25,2024-09,осень
5831553,57ff2437f152580,2024-08-14,2024-08-14 14:25:48,365092,нет,16,rub,mobile,236.32,Билеты без проблем,3,3375.99,14.0,19.3431,236.32000732421875,78.77333577473958,2024-08,лето
4099673,59d9a2d15efcf95,2024-10-08,2024-10-08 22:13:52,396180,нет,18,rub,mobile,1514.38,Облачко,3,12619.8,4.0,19.9371,1514.3800048828125,504.7933349609375,2024-10,осень
7388708,56f7dedccba35f4,2024-09-06,2024-09-06 23:12:51,557377,нет,16,rub,mobile,1307.4,Мой билет,3,10056.9,0.0,18.5504,1307.4000244140625,435.8000081380208,2024-09,осень
377407,77eba1002a839ca,2024-08-04,2024-08-04 08:15:44,424068,нет,6,rub,mobile,715.26,Весь в билетах,2,5960.5,1.0,18.0536,715.260009765625,357.6300048828125,2024-08,лето
1137091,f5f9d0d8c654104,2024-09-28,2024-09-28 15:19:12,273572,нет,16,rub,mobile,846.73,Crazy ticket!,3,9408.09,4.0,19.3741,846.72998046875,282.2433268229167,2024-09,осень
6479065,18e9aead0a393e7,2024-09-18,2024-09-18 20:35:08,478704,нет,18,rub,mobile,903.96,Весь в билетах,3,9039.63,0.0,19.0236,903.9600219726562,301.32000732421875,2024-09,осень
7082845,7ac45a014bc7e06,2024-08-29,2024-08-29 21:26:15,534451,нет,6,rub,mobile,534.3,Яблоко,3,6678.73,0.0,19.0276,534.2999877929688,178.0999959309896,2024-08,лето
3662266,dbd7fec6a1c0ff2,2024-07-28,2024-07-28 02:28:06,523748,нет,6,rub,mobile,73.3,Тебе билет!,5,732.95,4.0,18.0243,73.30000305175781,14.660000610351563,2024-07,лето
7916711,6540f941e87b927,2024-09-11,2024-09-11 17:19:36,566729,нет,0,rub,mobile,14.03,Билеты без проблем,1,350.86,0.0,19.0258,14.029999732971191,14.029999732971191,2024-09,осень
7960066,16d13fb67ba4730,2024-06-29,2024-06-29 17:16:40,527187,нет,18,rub,mobile,1425.73,Облачко,3,15841.41,0.0,18.4198,1425.72998046875,475.2433268229167,2024-06,лето
5190160,b5d54ed6afc1e97,2024-10-19,2024-10-19 13:11:51,174937,Другое,12,rub,mobile,201.4,КарандашРУ,4,4027.97,0.0,19.7884,201.39999389648438,50.349998474121094,2024-10,осень
6562034,fc950d43881de43,2024-08-24,2024-08-24 19:29:19,460457,нет,6,rub,mobile,1501.86,Дом культуры,5,21455.08,0.0,19.1202,1501.8599853515625,300.3719970703125,2024-08,лето
1841414,d64f77ba7e5c372,2024-07-06,2024-07-06 20:32:26,465862,нет,16,rub,mobile,2133.66,Край билетов,4,13335.39,,18.5395,2133.659912109375,533.4149780273438,2024-07,лето
1038201,44c1c640a242aea,2024-08-26,2024-08-26 15:14:52,557254,нет,16,rub,mobile,83.76,Мой билет,1,2094.04,0.0,19.1202,83.76000213623047,83.76000213623047,2024-08,лето
3477797,6dd1900e0c79d45,2024-08-12,2024-08-12 03:23:15,536462,нет,18,rub,desktop,485.47,Билеты в руки,2,5394.13,2.0,18.4415,485.4700012207031,242.73500061035156,2024-08,лето
2532774,0ae42a8c1d07049,2024-09-20,2024-09-20 23:07:17,573343,нет,12,rub,mobile,23.34,Билеты без проблем,1,466.81,0.0,19.3536,23.34000015258789,23.34000015258789,2024-09,осень
2826718,36485a3b3bf5f5f,2024-10-31,2024-10-31 20:49:09,553355,нет,16,rub,mobile,581.95,Билеты без проблем,3,5290.41,1.0,19.7383,581.9500122070312,193.98333740234375,2024-10,осень
4475339,0c48c4874faa486,2024-07-04,2024-07-04 08:22:01,534025,нет,16,rub,mobile,2143.56,Городской дом культуры,4,26794.53,0.0,18.6403,2143.56005859375,535.8900146484375,2024-07,лето
3708318,908123c96c2b21d,2024-06-26,2024-06-26 16:19:48,485007,нет,0,rub,mobile,1018.55,За билетом!,4,11317.22,0.0,18.758,1018.5499877929688,254.6374969482422,2024-06,лето
7997273,b83ed0eeb1f1a8e,2024-07-20,2024-07-20 11:37:48,430505,нет,12,rub,mobile,62.83,Лучшие билеты,2,3141.72,,18.4518,62.83000183105469,31.415000915527344,2024-07,лето
8036191,bff34fb0a226094,2024-07-15,2024-07-15 19:02:32,538461,нет,6,rub,mobile,403.13,Весь в билетах,1,3359.44,0.0,18.501,403.1300048828125,403.1300048828125,2024-07,лето
3148502,e73089d7d016cd8,2024-10-13,2024-10-13 10:30:04,555396,нет,16,rub,mobile,336.15,Облачко,2,3735.0,0.0,19.5723,336.1499938964844,168.0749969482422,2024-10,осень
620253,10d226da7a158d1,2024-10-07,2024-10-07 11:26:41,477798,нет,16,rub,mobile,942.64,Облачко,4,9426.4,11.0,19.6475,942.6400146484375,235.66000366210938,2024-10,осень
7497864,91cfed67b7b1fcf,2024-10-08,2024-10-08 13:24:53,324967,нет,0,rub,mobile,458.66,Лови билет!,5,6552.24,0.0,19.9371,458.6600036621094,91.73200073242188,2024-10,осень
3404630,8187dac4be757a0,2024-08-06,2024-08-06 15:01:45,384441,нет,0,rub,mobile,31.58,Лови билет!,3,789.57,0.0,17.8998,31.579999923706055,10.526666641235352,2024-08,лето
5812993,18e9aead0a393e7,2024-10-02,2024-10-02 21:07:19,577949,нет,16,rub,mobile,64.07,Билеты без проблем,1,2135.79,0.0,19.4015,64.06999969482422,64.06999969482422,2024-10,осень
5818097,ce4cbc1d88b7fb7,2024-09-22,2024-09-22 11:18:29,563357,нет,0,rub,mobile,134.06,Прачечная,3,1489.53,0.0,19.3316,134.05999755859375,44.686665852864586,2024-09,осень
208076,436a97aa103870f,2024-10-12,2024-10-12 12:45:08,455093,нет,0,rub,mobile,56.53,Билеты в руки,2,471.08,0.0,19.5723,56.529998779296875,28.264999389648438,2024-10,осень
2108243,b54dd0cd81121fc,2024-10-12,2024-10-12 15:34:43,529115,нет,12,rub,mobile,2570.8,Билеты без проблем,4,28564.4,0.0,19.5723,2570.800048828125,642.7000122070312,2024-10,осень
2120539,77eba1002a839ca,2024-10-21,2024-10-21 18:10:40,572923,нет,16,rub,desktop,21.26,Мой билет,2,708.56,0.0,19.7884,21.260000228881836,10.630000114440918,2024-10,осень
393473,b24f421dd375ab6,2024-06-05,2024-06-05 16:36:22,282597,нет,6,rub,mobile,180.84,Билеты без проблем,3,4521.07,0.0,19.8527,180.83999633789062,60.279998779296875,2024-06,лето
2051809,668e5eaf1043bf1,2024-10-15,2024-10-15 23:14:35,11944,нет,16,rub,mobile,298.8,Край билетов,2,3735.03,4.0,19.7185,298.79998779296875,149.39999389648438,2024-10,осень
7345672,8d52f5c8c871f39,2024-07-07,2024-07-07 19:04:11,317299,нет,12,rub,mobile,1577.8,Край билетов,4,14343.65,1.0,18.5395,1577.800048828125,394.45001220703125,2024-07,лето
7203920,b8cfc612376d9de,2024-10-08,2024-10-08 12:02:38,560563,нет,12,rub,mobile,75.86,Лучшие билеты,1,1896.43,13.0,19.9371,75.86000061035156,75.86000061035156,2024-10,осень
4030189,a47c09e428ff035,2024-10-01,2024-10-01 11:25:13,574450,нет,0,rub,desktop,53.85,Билеты в руки,3,2692.71,0.0,19.4525,53.849998474121094,17.9499994913737,2024-10,осень
2820802,93b9506714b352f,2024-08-04,2024-08-04 14:59:51,507061,нет,0,rub,mobile,5.18,Билеты без проблем,3,259.14,0.0,18.0536,5.179999828338623,1.7266666094462078,2024-08,лето
7203949,5d00b0dbbd9c87d,2024-08-14,2024-08-14 21:44:47,314552,нет,6,rub,mobile,287.6,Билеты без проблем,2,9586.54,13.0,19.3431,287.6000061035156,143.8000030517578,2024-08,лето
4442018,7eb4fc207ecc10f,2024-08-08,2024-08-08 13:52:26,315781,нет,0,rub,desktop,161.38,Билеты без проблем,2,4034.41,1.0,17.9296,161.3800048828125,80.69000244140625,2024-08,лето
6111548,5af3b9a8ea67270,2024-07-10,2024-07-10 14:26:32,143398,нет,16,rub,mobile,299.89,Лови билет!,2,2998.88,0.0,18.4776,299.8900146484375,149.94500732421875,2024-07,лето
3136148,fc7c2b8777cad8d,2024-10-01,2024-10-01 11:33:21,574431,нет,0,rub,mobile,194.99,Билеты в руки,5,4874.67,0.0,19.4525,194.99000549316406,38.99800109863281,2024-10,осень
5334435,08199117318954f,2024-10-09,2024-10-09 22:13:55,33447,нет,6,rub,mobile,201.48,Билеты в руки,2,2518.56,0.0,19.8418,201.47999572753906,100.73999786376953,2024-10,осень
5679941,e81bbdca48f2ac0,2024-10-09,2024-10-09 17:45:44,486864,нет,12,rub,desktop,989.52,Выступления.ру,4,19790.48,1.0,19.8418,989.52001953125,247.3800048828125,2024-10,осень
2011644,c9d333921d46129,2024-10-01,2024-10-01 11:34:19,457197,нет,0,rub,mobile,96.13,Билеты в руки,2,1922.53,0.0,19.4525,96.12999725341797,48.064998626708984,2024-10,осень
3625755,2a79e09951b3f26,2024-07-27,2024-07-27 18:20:43,501198,нет,0,rub,mobile,23.92,Билеты в руки,2,478.5,10.0,18.0243,23.920000076293945,11.960000038146973,2024-07,лето
2767094,e5bbbab19bd3427,2024-08-07,2024-08-07 23:05:32,534657,нет,16,rub,mobile,339.61,Быстробилет,1,2612.35,5.0,17.8486,339.6099853515625,339.6099853515625,2024-08,лето
4620368,407451a71cd4356,2024-07-19,2024-07-19 19:39:02,269833,нет,16,rub,mobile,205.33,Билеты в руки,2,2281.47,13.0,18.5067,205.3300018310547,102.66500091552734,2024-07,лето
6029884,4ec8f6429431987,2024-10-28,2024-10-28 11:01:12,29533,нет,6,rub,mobile,175.63,Лови билет!,2,2195.33,0.0,19.9266,175.6300048828125,87.81500244140625,2024-10,осень
356875,77dac1d2f446cb5,2024-07-26,2024-07-26 18:42:31,460567,нет,6,rub,mobile,436.25,Дом культуры,1,5453.08,15.0,18.0156,436.25,436.25,2024-07,лето
3964214,549a72ac7daba6a,2024-10-15,2024-10-15 18:18:04,442181,нет,12,rub,desktop,1574.05,Билеты в руки,4,17489.47,0.0,19.7185,1574.050048828125,393.51251220703125,2024-10,осень
5331274,dd63c7c6760d284,2024-06-07,2024-06-07 17:41:02,481569,нет,0,rub,mobile,57.78,Лови билет!,1,962.95,0.0,19.7843,57.779998779296875,57.779998779296875,2024-06,лето
1927022,76a20aa2903dffa,2024-08-06,2024-08-06 23:28:57,541555,нет,18,rub,mobile,177.27,Билеты в руки,1,4431.73,1.0,17.8998,177.27000427246094,177.27000427246094,2024-08,лето
1916582,3e25a9d547f7adf,2024-07-27,2024-07-27 18:55:22,330191,нет,12,rub,mobile,45.15,Лови билет!,1,902.97,,18.0243,45.150001525878906,45.150001525878906,2024-07,лето
847294,e8fabec9f54e2ae,2024-09-27,2024-09-27 15:41:20,210045,нет,18,rub,mobile,209.81,Билеты в руки,2,2098.11,0.0,19.3256,209.80999755859375,104.90499877929688,2024-09,осень
8326916,0fe9fd52e8427ae,2024-09-19,2024-09-19 17:03:54,558377,нет,16,rub,mobile,16.81,Билеты без проблем,1,560.26,11.0,19.0731,16.809999465942383,16.809999465942383,2024-09,осень
2607768,02004eeeef03f52,2024-09-22,2024-09-22 13:29:59,528357,нет,12,rub,mobile,1795.65,Билеты в руки,4,22445.6,0.0,19.3316,1795.6500244140625,448.9125061035156,2024-09,осень
6814624,3941bce3021f475,2024-06-27,2024-06-27 18:40:49,496940,нет,12,rub,mobile,743.49,Мой билет,2,6758.96,0.0,18.7906,743.489990234375,371.7449951171875,2024-06,лето
2174624,53b281ff5fada99,2024-10-14,2024-10-14 21:47:32,567069,нет,16,rub,mobile,2085.36,Облачко,3,20853.59,0.0,19.5723,2085.360107421875,695.1200358072916,2024-10,осень
2705614,10a18b1f7457511,2024-09-11,2024-09-11 11:42:00,138934,нет,16,rub,desktop,191.72,Яблоко,3,2130.27,7.0,19.0258,191.72000122070312,63.90666707356771,2024-09,осень
2133096,1021a86d7ee6fb8,2024-08-16,2024-08-16 15:05:41,554005,нет,18,rub,mobile,1755.08,Яблоко,3,13500.59,1.0,18.5057,1755.0799560546875,585.0266520182291,2024-08,лето
1769958,8d52f5c8c871f39,2024-07-19,2024-07-19 22:35:24,533063,нет,16,rub,mobile,588.84,Облачко,2,5353.1,0.0,18.5067,588.8400268554688,294.4200134277344,2024-07,лето
6801748,e35c54f78cf3a27,2024-10-19,2024-10-19 12:41:03,448257,нет,16,rub,desktop,862.42,Облачко,4,10780.25,0.0,19.7884,862.4199829101562,215.60499572753906,2024-10,осень
326686,a6e25611c394f8c,2024-10-15,2024-10-15 21:35:39,192366,нет,0,rub,mobile,268.56,Crazy ticket!,2,5371.1,0.0,19.7185,268.55999755859375,134.27999877929688,2024-10,осень
2763382,fe237d2cfd6e503,2024-08-05,2024-08-05 18:05:24,459673,нет,12,rub,mobile,1477.73,Весь в билетах,3,13433.93,1.0,18.0536,1477.72998046875,492.57666015625,2024-08,лето
2028319,8a5c775fe3f7f39,2024-07-20,2024-07-20 15:50:23,544661,нет,0,rub,desktop,808.59,Мир касс,2,10107.37,0.0,18.4518,808.5900268554688,404.2950134277344,2024-07,лето
8448716,f373c0b770a5205,2024-10-08,2024-10-08 15:48:56,536781,нет,12,rub,mobile,135.01,Билеты в руки,3,1500.06,1.0,19.9371,135.00999450683594,45.00333150227865,2024-10,осень
4394545,6cf5aff356429e5,2024-09-06,2024-09-06 17:48:41,561088,нет,12,rub,mobile,73.91,Билеты без проблем,4,2463.77,0.0,18.5504,73.91000366210938,18.477500915527344,2024-09,осень
1926529,9b586ccb248b3f8,2024-07-22,2024-07-22 20:20:46,455619,нет,18,rub,mobile,818.52,Облачко,3,8185.25,0.0,18.4518,818.52001953125,272.8400065104167,2024-07,лето
2973806,f43741e4f77534d,2024-08-10,2024-08-10 16:42:36,532862,нет,16,kzt,mobile,5726.04,Мой билет,3,114520.76,0.0,18.4415,1055.967673803711,351.989224601237,2024-08,лето
1222612,2564e3703075008,2024-10-06,2024-10-06 23:48:53,353086,нет,18,rub,mobile,461.08,Мой билет,4,2712.22,0.0,19.6475,461.0799865722656,115.2699966430664,2024-10,осень
