event_id,event_name,event_type_description,event_type_main,organizers,region_name,city_name,city_id,venue_id,venue_name,venue_address
254174,913c01d6-ae5a-4791-9bce-25472819a9b4,спортивное мероприятие,спорт,№4527,Североярская область,Озёрск,2,2805,"Центр культурного наследия ""Заряд"" и партнеры","ш. Пугачева, д. 9/7 к. 39"
61257,3b5221c8-417b-4586-a27e-d67c45a7b4b5,опера,театр,№5047,Речиновская область,Дальнесветск,65,3193,"Команда уличных артистов ""Измерение"" Групп","ш. Сахалинское, д. 243 к. 886"
551173,b9f33afa-ec2d-4bd8-aeb5-aaf206986859,концерт,концерты,№2558,Горностепной регион,Травогород,973,3570,"Скульптурная мастерская ""Steamer"" Лтд","ул. Крупской, д. 2/9 стр. 9"
572363,361cce2f-7f85-4247-bbf9-24c9e0323038,спектакль,театр,№2706,Каменевский регион,Глиногорск,213,3491,"Дебютный проект ""Химера"" Инкорпорэйтед","ул. Луначарского, д. 9 стр. 291"
11504,1e502695-8371-4fba-a21a-bc7dc33ffb21,спектакль,театр,№3723,Каменевский регион,Глиногорск,213,3954,"Курс искусств ""Ода"" Лимитед","наб. 70 лет Октября, д. 1/5 стр. 89"
587699,88c831ea-c89f-4db0-8bbe-24850b95ac9e,спорт,спорт,№1504,Серебринская область,Озёрчане,62,1468,"Летний фестиваль ""Калейдоскоп"" Лимитед","ш. Стахановское, д. 1 к. 5"
579562,d26e2925-07a9-4c3a-a072-ab4c88deb63f,концерт,концерты,№1668,Малиновая область,Сарыжар,16,2595,"Творческий форум ""Гармония"" Инкорпорэйтед","ш. Покровское, д. 70"
541813,873eaf21-1ed4-4567-9956-e71e8ba66cd1,концерт,концерты,№2040,Североярская область,Озёрск,2,948,"Школа композиции ""Заметка"" Групп","пер. Олимпийский, д. 86 к. 6/6"
528827,3e091d02-b682-4bb5-bca5-e214fb36e581,спектакль,театр,№1485,Зоринский регион,Луговинск,66,2248,"Литературная мастерская ""Эксплорер"" Групп","бул. Приморский, д. 1 к. 441"
511022,9b510b03-03bc-4893-b365-dbb8cec0a3d3,концерт,концерты,№1878,Каменевский регион,Глиногорск,213,3043,"Клуб ""Свет"" и партнеры","пер. Павлика Морозова, д. 106 к. 92"
320305,78d364da-2072-43bf-9d31-6a1fad143010,спектакль,театр,№1863,Каменевский регион,Глиногорск,213,2996,"Школа театрального мастерства ""Кружка"" Лимитед","бул. М.Горького, д. 4"
12596,6f046264-f197-48f6-acd4-ffc72d3ddb74,спектакль,театр,№1761,Тепляковская область,Горнодолинск,43,2774,"Лаборатория по созданию комиксов ""Oasis"" Лтд","бул. Осипенко, д. 65 к. 6/1"
539147,a1b63999-710e-4365-b0ed-c384f22333ff,концерт,концерты,№2188,Травяная область,Родниковск,22,3585,"Театр для детей ""Горизонт"" Групп","ш. Строителей, д. 8/8 стр. 2"
497125,1a118ddf-6b34-4cfc-9188-75cbe9eb57c0,спектакль,театр,№2447,Яблоневская область,Светополье,39,2313,"Арт-коллектив ""Способы"" Лимитед","ул. Союзная, д. 13 стр. 9/3"
408342,92643c5c-8ccb-42c0-8818-222552af6880,фестиваль,концерты,№5114,Травяная область,Родниковск,22,2190,"Студия рукоделия ""Сердце"" и партнеры","ул. Лазо, д. 2/6 к. 1/4"
535809,70f660e8-a9ae-4b02-a536-cc519502a99d,событие,другое,№3643,Серебринская область,Лугиново,11302,1768,"Театр ""Задор"" Инкорпорэйтед","пер. Боровой, д. 1 стр. 75"
561740,7bb74b36-fb3c-40d7-a134-b57b9467ea04,концерт,концерты,№3072,Крутоводская область,Никольянов,191,1027,"Клуб любителей музыки ""Сказка"" Лимитед","пр. Полтавский, д. 54 к. 2/6"
571607,9ae8692c-4add-481a-a4ac-54c610cd6c7b,концерт,концерты,№1714,Широковская область,Радужнополье,35,3149,"Дворец культуры ""Скворечник"" Инк","пер. Кочубея, д. 7/7 к. 50"
334109,61857abb-e267-422d-9b51-b4dac6ee85d7,событие,другое,№1738,Яблоневская область,Светополье,39,3939,"Этнографический музей ""Магнит"" Групп","наб. Полярная, д. 874"
72121,693856da-fc68-44ce-8780-292c449a90af,спектакль,театр,№5017,Североярская область,Озёрск,2,3244,"Школа музыкального театра ""Труд"" Групп","пер. Городской, д. 8/6 к. 8/3"
368578,5afe710c-47c8-4c05-8897-95b6639fbdc5,событие,другое,№3658,Лесостепной край,Шынгысай,11151,1571,"Клуб любителей музыки ""Чудо"" и партнеры","алл. Ягодная, д. 6"
549710,58574140-962c-49a3-af70-b773a05661a3,концерт,концерты,№2170,Травяная область,Родниковск,22,2167,"Центр ремёсел ""Пила"" и партнеры","бул. Советской Армии, д. 649"
556783,5dd5bd81-6ba9-417e-aa98-eea1b5e623c4,спектакль,театр,№5017,Североярская область,Озёрск,2,3244,"Школа музыкального театра ""Труд"" Групп","пер. Городской, д. 8/6 к. 8/3"
565903,4e7fe376-c8a9-411a-8ed6-e9b765281cd9,концерт,концерты,№2174,Североярская область,Озёрск,2,1580,"Эстрадный театр ""Атмосфера"" Групп","пр. Севастопольский, д. 3/4"
532794,1e2e3245-4454-4692-8108-b7c8a25dd5c8,концерт,концерты,№4421,Медовская область,Радужсвет,47,996,"Группа по городскому искусству ""Пончик"" Групп","пер. К.Маркса, д. 2 стр. 67"
576910,5e6d5343-de0d-4c81-8a18-95dec714d1d6,событие,другое,№2489,Травяная область,Родниковск,22,3504,"Фонд поддержки культуры ""Протон"" Групп","бул. Карьерный, д. 6/1 стр. 292"
33866,9d1cac9a-1561-489d-886d-7b9def0b753e,спектакль,театр,№3734,Каменевский регион,Глиногорск,213,4019,"Группа исследователей искусства ""Сказка"" Лтд","алл. Шаумяна, д. 48 стр. 584"
554306,3c449a9f-794b-4f88-a7c6-4c29d6148eb2,спортивное мероприятие,спорт,№1491,Медовская область,Радужсвет,47,3795,"Креативное пространство ""Сделайка"" Лимитед","пер. Интернациональный, д. 3 к. 28"
495910,68b8af84-3ad2-429a-9ba5-32dd25e35f6b,концерт,концерты,№4898,Североярская область,Озёрск,2,2615,"Клуб исторических реконструкций ""Мозаика"" Инкорпорэйтед","ул. Техническая, д. 12 к. 310"
541029,f6e69cb8-4812-43d9-aeed-994d54b78d24,спектакль,театр,№1444,Североярская область,Озёрск,2,1803,"Архитектурное бюро ""Хрусталь"" Лимитед","бул. Лесхозный, д. 7"
501055,60d20448-36d7-4956-846f-eb3841328ee8,концерт,концерты,№5095,Каменевский регион,Глиногорск,213,2409,"Киновидеостудия ""Мечта"" Инк","наб. Труда, д. 86 к. 90"
582542,810e93bb-03f7-4062-ad25-457deb0a72d6,балет,театр,№5024,Североярская область,Озёрск,2,2937,"Лаборатория по созданию комиксов ""Стоимость"" Групп","ул. Волочаевская, д. 44"
559977,9f0c3f5d-7fab-4c8b-a468-70281405e4cc,концерт,концерты,№3436,Солнечноземская область,Глинополье,56,1221,"Литературная мастерская ""Ремесло"" Лимитед","алл. Краснофлотская, д. 5/5 стр. 79"
245200,ce22caa4-95b1-4295-a3b5-e4f2ee63b908,концерт,концерты,№3501,Нежинская область,Каменёвка,76,4230,"Фестивальный проект ""Листья"" Групп","пер. Проезжий, д. 9"
519101,c41a189e-082a-4edd-9e82-03bb5475f72c,спектакль,театр,№3588,Яблоневская область,Светополье,39,3005,"Арт-кафе ""Аксессуар"" Лимитед","бул. Логовой, д. 94 к. 1/5"
541333,4eabaae0-f4f7-448c-91b3-cd6d97c09fed,событие,выставки,№1879,Каменевский регион,Глиногорск,213,1715,"Зал для музыкантов ""Тепло"" Инк","ш. Южное, д. 4/4 стр. 16"
389359,12aae04c-f307-4f4b-9488-6390e705e4f2,событие,другое,№1799,Травяная область,Родниковск,22,4269,"Молодежная творческая группа ""Fusion"" и партнеры","наб. Коминтерна, д. 966 к. 478"
253694,77c5dd26-1557-4102-b863-e19755153da0,спектакль,театр,№2851,Горицветская область,Островецк,50,1627,"Театр на треноге ""Акцент"" Лимитед","наб. Лазурная, д. 5/1"
489955,2e606b1c-7ac0-4de6-a884-4c11817dff99,событие,другое,№2130,Североярская область,Озёрск,2,3235,"Клуб начинающих писателей ""Нирвана"" и партнеры","пр. Кузнецкий, д. 6/3 стр. 1"
559314,7dee7c6e-7cc5-4933-a3bc-4cb940147323,концерт,концерты,№2032,Североярская область,Озёрск,2,3326,"Выставка ремесел ""Алхимия"" Лимитед","алл. ДОС, д. 40 к. 917"
565163,395cbfeb-623c-41b5-bbdb-07b602e40726,событие,другое,№3816,Широковская область,Травянский,21018,2995,"Этнографический музей ""Праздник"" Лимитед","ш. Верхнее, д. 722"
522159,553a6094-5195-48c2-95fb-082a1942e713,концерт,концерты,№2225,Каменевский регион,Глиногорск,213,1053,"Клуб любителей театра ""Эксплорер"" и партнеры","ш. Крымское, д. 823"
515041,4c8875c6-0f76-41cc-a9a3-9ce8c80ffe46,концерт,концерты,№1944,Травяная область,Серебровино,10859,4628,"Кинотеатр ""Mirage"" Лтд","наб. Пограничная, д. 739 стр. 7"
157245,78a83718-ed03-4429-b18c-9e5540f00ac3,концерт,концерты,№2543,Каменевский регион,Глиногорск,213,4331,"Санкт-Петербургский дом культуры ""Апрель"" Лимитед","алл. Черемушки, д. 8 стр. 9"
292092,c8fbe91e-dc6e-421e-9866-61e8a423a668,событие,другое,№3586,Речиновская область,Дальнесветск,65,2697,"Школа живописи ""Мир"" и партнеры","пер. Комарова, д. 12 стр. 199"
568646,c6be4c8a-a788-47b6-b0f0-a6d0eb96ce46,концерт,концерты,№2842,Каменевский регион,Глиногорск,213,3070,"Группа арт-менеджеров ""Знак"" Инкорпорэйтед","алл. Волжская, д. 7/8"
541592,2178b11c-26ac-4df4-a464-28a23d674f61,событие,выставки,№1260,Каменевский регион,Глиногорск,213,1419,"Клуб ""Mirage"" Лимитед","пр. Проточный, д. 7/3"
530997,2fb735ea-8288-4690-b76c-8318d8762feb,событие,выставки,№3213,Тепляковская область,Горнодолинск,43,939,"Клуб рок-музыки ""Звук"" и партнеры","ш. Подлесное, д. 5 стр. 9"
474703,de006b87-82db-48c1-9412-b1bb3ca88221,событие,другое,№1527,Лугоградская область,Кристалевск,193,3261,"Мастерская по изготовлению украшений ""Традиция"" Лимитед","наб. Западная, д. 770"
295094,3440fc33-e49f-4c88-87fb-a9d23ad83610,событие,выставки,№4850,Каменевский регион,Глиногорск,213,2941,"Музыкальная школа для детей ""Аккаунт"" Лтд","алл. Шмидта, д. 9 стр. 4"
396195,8e6af8e5-c399-4cda-8c3d-582d92b879b3,концерт,концерты,№1917,Речиновская область,Дальнесветск,65,4290,"Спортивный клуб ""Мозаика"" Лтд","алл. Просвещения, д. 23"
555824,9ff8e7cf-f10c-42b4-a188-c8e780760f75,концерт,концерты,№4899,Североярская область,Озёрск,2,4442,"Комикс-студия ""Традиция"" Групп","ул. Луговая, д. 589 к. 7"
545166,42b24428-6dcd-47b5-85b2-9cc9be5071dd,концерт,концерты,№1700,Ягодиновская область,Речинцево,194,4281,"Фестивальная платформа ""Жемчуг"" Инкорпорэйтед","пр. Терешковой, д. 5 стр. 2/4"
280443,2177a7fa-60fc-4bea-9bf6-dac1ab64d0b4,спектакль,театр,№4917,Североярская область,Озёрск,2,1522,"Детский дом культуры ""Сквозняк"" Лимитед","алл. Белинского, д. 733 стр. 10"
220095,b7df166d-0ea2-421f-8636-b0b020a9a09e,выставка,другое,№1053,Светополянский округ,Глиноград,54,3106,"Арт-кафе ""Шар"" Лимитед","ш. Высоковольтное, д. 3 к. 4/7"
581404,f10b59b3-4154-4d7a-a769-57dec46dd565,концерт,концерты,№4590,Лесодальний край,Родниковец,55,1855,"Площадка для танцев ""Фазовый"" Лтд","наб. Декабристов, д. 1/3"
407134,be067490-883f-48df-9494-24af224fa01f,шоу,другое,№2735,Каменевский регион,Глиногорск,213,2944,"Клуб стендап-комедии ""Ритм"" Инкорпорэйтед","ул. Колхозная, д. 230"
528861,30fa9b7d-413e-4de1-b231-129f842aab66,концерт,концерты,№893,Каменевский регион,Глиногорск,213,1324,"Школа фотографии ""Динамика"" Групп","пр. Калинина, д. 1 стр. 767"
416262,fe657512-dd27-41bf-bebc-0f3348e9f99f,концерт,концерты,№1179,Боровлянский край,Каменский,63,1271,"Мастерская живого действия ""Zen"" Групп","алл. Свободы, д. 851"
538492,a23ed6c4-74e5-41b2-8cce-5fc508a3a088,событие,другое,№4242,Североярская область,Озёрск,2,3419,"Академия искусств ""Точка"" Групп","бул. Ломоносова, д. 61 к. 20"
579572,5b1558e7-766f-4387-9ee9-9b6bd0848936,спортивное мероприятие,спорт,№1530,Серебринская область,Озёрчане,62,3456,"Музей исторических ремесел ""Лагуна"" Лтд","бул. Алтайский, д. 7/6 к. 75"
349012,9a137676-5b4a-4a61-ba6b-698237677748,событие,другое,№3550,Серебринская область,Буркиттау,20094,1791,"Школа фотографии ""Секрет"" и партнеры","пр. Тракторный, д. 62 к. 20"
419557,6a504440-acaf-46de-b78a-04d0fd35b7c2,спектакль,театр,№3322,Каменевский регион,Глиногорск,213,3279,"Мастерская керамики ""Досуг"" Лтд","алл. Сибирская, д. 176"
482513,b11a4412-a44d-4746-89f6-9daa04670c7c,концерт,концерты,№2234,Североярская область,Озёрск,2,3620,"Студия видеомонтажа ""Учёная"" Лимитед","пр. Ангарский, д. 76 стр. 335"
501859,cf63a391-3574-4347-8feb-7f91eb8c2c3d,спектакль,театр,№3874,Широковская область,Радужнополье,35,3469,"Музей музыкальных инструментов ""Точка"" и партнеры","ш. Ленское, д. 4/3"
542309,52573629-11dd-4e4e-8a37-9608dfe1b9f7,концерт,концерты,№4421,Глиногорская область,Теплоозеро,38,1037,"Арт-объект ""Модуль"" и партнеры","ул. Трактовая, д. 29"
542097,cb0e5189-d9b2-4284-849c-5bd02ae7f86e,событие,другое,№2826,Тепляковская область,Горнодолинск,43,2010,"Школа фотографии ""Обновление"" Лимитед","бул. Олимпийский, д. 608"
538634,4bc45499-0bd3-432d-b4b0-cda00c90367a,событие,другое,№4651,Берёзовская область,Златопольск,74,3792,"Мастерская керамики ""Блюз"" Групп","ш. Запрудное, д. 11 к. 834"
492232,fd6e33a7-e0ae-46c0-9fa6-28c13d104712,концерт,концерты,№4018,Каменевский регион,Глиногорск,213,2656,"Академия прикладного искусства ""Птица"" Лтд","алл. Песчаная, д. 677"
210158,cb1f6f04-c6ab-4e0e-baf2-3fa6a2565763,событие,другое,№3881,Каменноозёрный край,Ордакент,12,3746,"Клуб любителей театра ""Палитра"" и партнеры","наб. Абрикосовая, д. 2 к. 4"
584351,c526feba-be84-4510-8d0e-9f01845768ca,событие,другое,№3221,Горностепной регион,Серебринск,11192,4645,"Спектакль ""Калейдоскоп"" Групп","пер. Смоленский, д. 706 к. 6"
564095,19e0cf7e-7b37-4a51-84fa-66a169c5a077,концерт,концерты,№1578,Зоринский регион,Луговинск,66,4289,"Академия искусства ""Цена"" Инк","бул. Лесхозный, д. 1 стр. 9"
537834,16b2d4b8-4922-470e-928f-26ebf9933646,концерт,концерты,№1451,Дальнеземская область,Теплоозёрск,15,4149,"Международный художественный центр ""Шанс"" и партнеры","наб. Ивановская, д. 87 к. 6"
469580,5ac0c8be-1d29-48a2-865a-6658688f8e37,событие,другое,№2619,Травяная область,Серебровино,10859,4628,"Кинотеатр ""Mirage"" Лтд","наб. Пограничная, д. 739 стр. 7"
540303,00dff7da-df25-43d5-9e6f-3bbe3fd1b166,концерт,концерты,№1742,Светополянский округ,Глиноград,54,3692,"Цирк ""Зависть"" Групп","ул. Красина, д. 64 стр. 5/7"
11577,46010b4a-31ae-4c42-b047-18f31623418b,спектакль,театр,№3690,Каменевский регион,Глиногорск,213,3753,"Клуб искусств ""Чудо"" Лтд","наб. Карбышева, д. 25 стр. 6/6"
542436,a12b1b0f-07f2-43e4-8ebf-fae986aa7062,концерт,концерты,№4353,Североярская область,Озёрск,2,4650,"Центр традиционных ремесел ""Река"" Инк","ул. Береговая, д. 30"
277172,4ce55432-cde6-430a-ba80-d25210243fc2,выставка,другое,№2306,Североярская область,Озёрск,2,3075,"Театральные мастерские ""Мечта"" Инкорпорэйтед","алл. Таманская, д. 413 стр. 4/4"
435492,e81a2c5b-e8f1-44dd-b91f-c4e003a0b347,спектакль,театр,№2645,Голубевский округ,Глинополье,11101,3607,"Клуб истории искусств ""Гастроном"" Инкорпорэйтед","ш. Машиностроителей, д. 22 к. 8"
278294,f377298e-6597-4ec5-b17c-2ac78624b1eb,концерт,концерты,№1874,Каменевский регион,Глиногорск,213,2304,"Творческое объединение ""Гармония"" Инк","наб. Партизанская, д. 47"
538552,2519bcfc-64a0-423d-a9b3-f86db233c179,событие,другое,№4651,Берёзовская область,Златопольск,74,4136,"Совет искусства ""Туман"" Групп","пер. Демьяна Бедного, д. 820 стр. 2"
544825,29b7f819-ce3d-405a-adcf-0d1672ca50bc,событие,другое,№1764,Североключевской округ,Зоречанск,1092,1768,"Театр ""Задор"" Инкорпорэйтед","пер. Боровой, д. 1 стр. 75"
584939,bfd412fa-b4dd-4397-a411-cb330bd2bbfb,концерт,концерты,№2032,Североярская область,Озёрск,2,3326,"Выставка ремесел ""Алхимия"" Лимитед","алл. ДОС, д. 40 к. 917"
568186,8fcf6326-f985-4c70-a272-ec0024c372f1,спектакль,театр,№3539,Травяная область,Вишнёвогорск,20139,2874,"Скульптурная мастерская ""Деталь"" Инк","пер. Стахановский, д. 3 стр. 51"
536412,4262a82b-def2-424d-85c9-54bd8649addc,концерт,концерты,№1196,Широковская область,Радужнополье,35,4471,"Киновидеостудия ""Тон"" и партнеры","ул. Тихая, д. 69 стр. 669"
574813,93227629-933e-4910-868b-3b0c96c69226,шоу,стендап,№4748,Озернинский край,Лесоярич,51,1951,"Совет искусства ""Шар"" и партнеры","наб. Монтажников, д. 5/5 стр. 7/5"
542325,acb6afea-f259-406c-9033-48921d4172b2,концерт,концерты,№1917,Речиновская область,Дальнесветск,65,2668,"Театр на треноге ""Наследие"" и партнеры","пр. Володарского, д. 3/7 к. 2"
512826,c8f44148-4994-4fdc-b1d4-55eb83e113b9,концерт,концерты,№3213,Тепляковская область,Горнодолинск,43,939,"Клуб рок-музыки ""Звук"" и партнеры","ш. Подлесное, д. 5 стр. 9"
279655,452454c3-3f58-426c-b3fc-4227dd92b6c5,спектакль,театр,№1797,Широковская область,Зеленолесье,10991,3842,"Арт-студия ""Хрусталь"" Лимитед","ш. Базарное, д. 87"
504482,e79ee50b-f50a-4272-a741-d1dfb3f599f9,концерт,концерты,№2556,Вишнёвский край,Солнечнёвка,41,3949,"Студия искусства ""Жемчуг"" Инк","алл. Поселковая, д. 7 стр. 254"
530982,faf7bc98-18f5-46a4-9f69-c9184773c522,событие,другое,№1690,Травяная область,Родниковск,22,2571,"Искусствоведческая лекция ""Детскость"" и партнеры","пр. Курортный, д. 309 стр. 7/8"
147248,bb538f45-c3cc-4b2f-bebe-1e79fccee7be,спектакль,театр,№3533,Североярская область,Озёрск,2,4008,"Центр традиционной культуры ""Звук"" Лимитед","бул. Королева, д. 814"
557046,226f76e0-8c4b-4b1e-ae13-a7a58e606895,событие,другое,№4455,Каменевский регион,Бурьяново,10747,895,"Литературный музей ""Нирвана"" Групп","наб. Придорожная, д. 63 стр. 7"
210943,5f46c149-3282-4b1c-87a8-9b95fd7b6e98,спектакль,театр,№5019,Каменевский регион,Глиногорск,213,3900,"Цирковая студия ""Солнце"" и партнеры","алл. Тупиковая, д. 29"
547282,05b84422-a73a-41ae-9e0e-3d64d3942e4b,концерт,концерты,№2770,Североярская область,Озёрск,2,3454,"Ремесленный центр ""Сосна"" Групп","бул. Кутузова, д. 4/1"
147646,f0ea6b3d-43ee-4976-9a44-405f05cfbc60,спектакль,театр,№4913,Североярская область,Озёрск,2,3016,"Театр кукол ""Снег"" Инк","пер. Кузнечный, д. 73 стр. 4"
468389,61f1eff3-f1ad-40c9-b503-b778b91cead9,концерт,концерты,№4597,Речиновская область,Дальнесветск,65,1951,"Совет искусства ""Шар"" и партнеры","наб. Монтажников, д. 5/5 стр. 7/5"
481736,f324ea77-e154-414f-b999-a367dc76cfd4,шоу,стендап,№4794,Лугоградская область,Кристалевск,193,2895,"Клуб историков ""Кружка"" Групп","пер. Карла Либкнехта, д. 8/6"
394978,461d1563-5222-479c-92d5-38dea68139cd,концерт,концерты,№1863,Каменевский регион,Глиногорск,213,2996,"Школа театрального мастерства ""Кружка"" Лимитед","бул. М.Горького, д. 4"
407138,25e09fa9-a1db-44cf-ad8b-cf20ffad5be7,концерт,концерты,№3419,Североярская область,Озёрск,2,4086,"Литературный клуб ""Зеркало"" Инкорпорэйтед","бул. Дарвина, д. 19 к. 8/9"
272457,e9d89fb6-30e2-45b0-b925-70eca0fa0ae4,спектакль,театр,№1694,Речиновская область,Дальнесветск,65,3411,"Клуб настольных игр ""Листья"" Инк","наб. Верхняя, д. 18"
321729,bf8c5c7a-9b0f-44b2-9b8d-b85acb4a053c,событие,другое,№3438,Каменевский регион,Глиногорск,213,4643,"Творческая ярмарка ""Модуль"" Лимитед","ул. Минина, д. 9/9 к. 68"
516864,2fa4fc2f-1381-4e16-9ecf-49baadfaf9b5,событие,другое,№4592,Травяная область,Серебровино,10859,4627,"Студия дизайна ""Bloom"" и партнеры","алл. Автомобилистов, д. 1 стр. 249"
562801,f7a13da8-8ad0-4220-bfaf-e57e7492fa9b,спектакль,театр,№1738,Яблоневская область,Светополье,39,3939,"Этнографический музей ""Магнит"" Групп","наб. Полярная, д. 874"
536572,85c4b80f-4ca0-4668-b1e5-b5e425e538f5,событие,другое,№4494,Каменевский регион,Глиногорск,213,2116,"Галерея современного искусства ""Vision"" Лтд","ул. Привольная, д. 759 стр. 396"
555134,fb635bfa-3a1c-4d7b-8759-fb7dac77fb6f,концерт,концерты,№2132,Каменевский регион,Глиногорск,213,3338,"Клуб искусств ""Vortex"" Лимитед","пер. Сиреневый, д. 77 к. 611"
356838,8049964a-d8ee-498a-95b7-bd3f018433f8,концерт,концерты,№2971,Североярская область,Озёрск,2,1416,"Музей науки ""Спелка"" Инкорпорэйтед","наб. Карбышева, д. 9/7 стр. 3/1"
560714,bb44b8a0-9e39-4c92-b0fa-a5d6d4054274,опера,театр,№1777,Глиногорская область,Теплоозеро,38,4365,"Этнографический музей ""Динамика"" Инк","наб. Локомотивная, д. 1/8 к. 6"
528569,fd92e114-65be-4e22-9eb0-673e985a5497,спектакль,театр,№2399,Травяная область,Родниковск,22,1497,"Клуб рок-музыки ""Атолл"" Инкорпорэйтед","бул. Пугачева, д. 2"
545309,efa8cc56-691e-40af-b40c-e82101662406,концерт,концерты,№1845,Каменевский регион,Глиногорск,213,2431,"Клуб настольных игр ""Атолл"" Лтд","пр. Льва Толстого, д. 2/6 стр. 48"
547354,a696a2a7-d2d8-45b9-82ec-147b834d96f2,событие,другое,№3420,Речиновская область,Дальнесветск,65,2394,"Творческая мастерская ""Искусство"" Лимитед","наб. 60 лет Октября, д. 2 стр. 310"
528654,fd0c1376-607c-409d-ab58-1c104de904c7,концерт,концерты,№1578,Зоринский регион,Луговинск,66,4289,"Академия искусства ""Цена"" Инк","бул. Лесхозный, д. 1 стр. 9"
570098,f9b7a6c9-8dad-4fbb-9313-42112672b1d8,спорт,спорт,№1531,Медовская область,Радужсвет,47,2174,"Спортивный клуб ""Bloom"" Инкорпорэйтед","наб. Приозерная, д. 42 стр. 652"
588118,af536b9c-230b-4add-99cd-a7c445c57459,спорт,спорт,№3006,Широковская область,Радужнополье,35,2813,"Концертный зал ""Спелка"" Инк","ш. Тельмана, д. 19 к. 4"
359534,b70d9592-2bb9-4f1f-afa4-38ec71ffc26a,концерт,концерты,№5024,Североярская область,Озёрск,2,2663,"Лаборатория искусства ""Таланты"" Инк","пр. Тимирязева, д. 5/1 к. 3"
250370,d2969dc0-862f-4980-9ce4-4ad673a348c1,спектакль,театр,№1955,Солнечнореченская область,Озёрово,172,4023,"Училище искусств ""Трапеция"" Лимитед","алл. Революции, д. 53"
444463,91950dbe-2df8-4056-8033-dbb7e7597dd0,фестиваль,выставки,№4380,Каменевский регион,Глиногорск,213,3241,"Академический ансамбль ""Чудо"" Инкорпорэйтед","алл. К.Маркса, д. 659"
312914,64b39c2f-d1ec-45c9-8d66-098f7094c5a5,концерт,концерты,№4415,Тепляковская область,Горнодолинск,43,4005,"Команда артистов ""Света"" и партнеры","пер. Розы Люксембург, д. 958"
533720,9fb7a76a-afea-4360-b0b8-bd67418c276c,событие,другое,№4794,Травяная область,Родниковск,22,3585,"Театр для детей ""Горизонт"" Групп","ш. Строителей, д. 8/8 стр. 2"
519624,9bc3abad-24ed-4970-956b-1e01016d7504,концерт,концерты,№3496,Каменевский регион,Глиногорск,213,1450,"Группа по городскому искусству ""Область"" Лимитед","пр. Ленинский, д. 12"
192584,85973703-7f31-4e3d-8c59-933e79adf791,спектакль,театр,№3881,Каменноозёрный край,Ордакент,12,3746,"Клуб любителей театра ""Палитра"" и партнеры","наб. Абрикосовая, д. 2 к. 4"
551586,2c6c2c84-4dfe-468b-a18f-ac61a3403ebf,концерт,концерты,№1087,Каменевский регион,Глиногорск,213,898,"Школа композиции ""Протон"" Лтд","ул. Водопроводная, д. 99 к. 1"
541830,547771bc-6e50-4919-87ac-52b6697708ff,концерт,концерты,№1436,Североярская область,Озёрск,2,2614,"Выставочный центр ""Мистерия"" Инкорпорэйтед","наб. Шмидта, д. 93 к. 686"
568922,e26033bc-a519-4596-8871-2a5b6d843a80,концерт,концерты,№4481,Каменевский регион,Глиногорск,213,1321,"Образовательное учреждение искусства ""Свет"" Лтд","пер. Космодемьянской, д. 884 стр. 493"
536361,25de1d3a-05a6-4913-89fd-472aa3dd3139,спектакль,театр,№1573,Горностепной регион,Ручейник,1091,3846,"Клуб искусств ""Студия"" Инк","ш. Буденного, д. 8/6 стр. 375"
583162,6e696e65-e89a-4ba4-a2bd-482eeb7b6186,фестиваль,концерты,№2869,Тепляковская область,Горнодолинск,43,1121,"Спортивный клуб ""Завтра"" Групп","алл. Кубанская, д. 2/5 стр. 5"
506765,fc2d2837-9698-44e3-9ecd-d5ea9d3d183e,спортивное мероприятие,спорт,№2336,Североярская область,Озёрск,2,1430,"Ремесленный центр ""Хоровод"" Инкорпорэйтед","пр. Енисейский, д. 4/4 стр. 7/6"
584273,43526c6e-5429-47dd-88d8-120b1003ad07,событие,другое,№5042,Речицкий регион,Глинянск,1106,1621,"Центр ремёсел ""Перфект"" Инк","пр. Придорожный, д. 20 к. 36"
575189,e0fbdf91-7b35-4930-b018-3fbaba0be192,событие,другое,№5085,Солнечноземская область,Глинополье,56,2803,"Центр искусства и культуры ""Попугай"" и партнеры","бул. Воровского, д. 917 к. 2"
535682,458d1a0a-c061-4e42-a36a-7cc2d7c74a96,концерт,концерты,№4062,Тепляковская область,Горнодолинск,43,1132,"Школа композиции ""Лаборатория"" Лимитед","ш. Воровского, д. 982 к. 9"
519708,141cc2fd-c694-48a8-8356-927b35e9a61f,спектакль,театр,№1783,Каменевский регион,Глиногорск,213,3900,"Цирковая студия ""Солнце"" и партнеры","алл. Тупиковая, д. 29"
443864,f468565a-9e2a-4a8d-a437-10f5434358dc,концерт,концерты,№1391,Золотоключевской край,Поляногорье,23,1989,"Школа кино ""Ковчег"" Лтд","пер. Воровского, д. 8"
552277,6e1bca9b-2efa-4778-9b48-2d0f4cd794b2,событие,другое,№4548,Медовская область,Радужсвет,47,3474,"Креативное пространство ""Вдох"" Лимитед","бул. Пригородный, д. 7/1"
497602,70814ba1-72e5-4749-aac3-bc35fb853860,концерт,концерты,№923,Лесодальний край,Родниковец,55,2898,"Сообщество художников ""Кристалл"" Инкорпорэйтед","ш. Шахтерское, д. 345 к. 1/3"
